id	question	imageurl	correct	answer1	answer2	answer3	answer4	type
520	Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q520.png	4	Xe con (A), mô tô, xe con (B), xe đạp.	Xe con (B), xe đạp, mô tô, xe con (A).	Xe con (A), xe con (B), mô tô + xe đạp.	Mô tô + xe đạp, xe con (A), xe con (B).	0
521	Theo hướng mũi tên, những hướng nào xe tải được phép đi?	https://i-vnexpress.vnecdn.net/2020/09/04/q521.png	1	Chỉ hướng 1.	Hướng 1, 3 và 4.	Hướng 1, 2 và 3.	Cả bốn hướng.	0
522	Những hướng nào xe tải được phép đi?	https://i-vnexpress.vnecdn.net/2020/09/04/q522.png	2	Cả ba hướng.	Hướng 2 và 3.			0
523	Những hướng nào ô tô tải được phép đi?	https://i-vnexpress.vnecdn.net/2020/09/04/q523.png	3	Chỉ hướng 1.	Hướng 1 và 4.	Hướng 1 và 5.	Hướng 1, 4 và 5.	0
524	Những hướng nào ô tô tải được phép đi?	https://i-vnexpress.vnecdn.net/2020/09/04/q524.png	2	Cả bốn hướng.	Trừ hướng 2.	Hướng 2, 3 và 4.	Trừ hướng 4.	0
525	Xe nào được quyền đi trước trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q525.png	1	Mô tô.	Xe con.			0
526	Ô tô con đi theo chiều mũi tên có vi phạm quy tắc giao thông không?	https://i-vnexpress.vnecdn.net/2020/09/04/q526.png	2	Không vi phạm.	Vi phạm.			0
527	Xe nào vi phạm quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q527.png	3	Xe khách.	Mô tô.	Xe con.	Xe con và mô tô.	0
528	Các xe đi như thế nào là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q528.png	3	Các xe ở phía tay phải và tay trái của người điều khiển được phép đi thẳng.	Cho phép các xe ở mọi hướng được rẽ phải.	Tất cả các xe phải dừng lại trước ngã tư, trừ những xe đã ở trong ngã tư được phép tiếp tục đi.		0
529	Theo hướng mũi tên, xe nào được phép đi?	https://i-vnexpress.vnecdn.net/2020/09/04/q529.png	3	Mô tô, xe con.	Xe con, xe tải.	Mô tô, xe tải.	Cả ba xe.	0
530	Xe con vượt xe tải như trường hợp này có đúng không?	https://i-vnexpress.vnecdn.net/2020/09/04/q530.png	1	Đúng.	Không đúng.			0
531	Xe nào vượt đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q531.png	3	Xe tải.	Cả hai xe.	Xe con.		0
532	Đi theo hướng mũi tên, xe nào vi phạm quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q532.png	2	Xe chữa cháy.	Xe tải.	Cả hai xe.		0
533	Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q533.png	3	Xe khách, xe tải, xe con.	Xe con và xe tải, xe khách.	Xe tải, xe khách, xe con.		0
534	Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q534.png	1	Xe khách và xe tải, xe con.	Xe tải, xe khách, xe con.	Xe con, xe khách, xe tải.		0
535	Những hướng nào ô tô tải được phép đi?	https://i-vnexpress.vnecdn.net/2020/09/04/q535.png	3	Cả bốn hướng.	Chỉ hướng 1 và 2.	Trừ hướng 4.		0
536	Theo hướng mũi tên, thứ tự các xe đi như thế nào là đúng?	https://i-vnexpress.vnecdn.net/2020/09/04/q536.png	1	Xe công an, xe con, xe tải, xe khách.	Xe con, xe khách và xe công an, xe tải.	Xe công an, xe con, xe khách, xe tải.	Xe con, xe tải, xe khách, xe công an.	0
537	Những hướng nào ô tô tải được phép đi?	https://i-vnexpress.vnecdn.net/2020/09/04/q537.png	4	Cả bốn hướng.	Hướng 1, 2 và 3.	Hướng 1 và 4.	Hướng 1, 3 và 4.	0
538	Trong hình dưới đây, xe nào chấp hành đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q538.png	2	Chỉ xe khách, mô tô.	Tất cả các loại xe trên.	Không xe nào chấp hành đúng quy tắc giao thông.		0
539	Theo hướng mũi tên, những hướng nào xe mô tô được phép đi?	https://i-vnexpress.vnecdn.net/2020/09/04/q539.png	3	Cả ba hướng.	Hướng 1 và 2.	Hướng 1 và 3.	Hướng 2 và 3.	0
540	Trong trường hợp này, thứ tự xe đi như thế nào là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q540.png	2	Xe công an, xe quân sự, xe con + mô tô.	Xe quân sự, xe công an, xe con + mô tô.	Xe mô tô + xe con, xe quân sự, xe công an.		0
541	Xe nào phải nhường đường là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q541.png	1	Xe A.	Xe B.			0
542	Xe con quay đầu đi ngược lại như hình vẽ dưới có vi phạm quy tắc giao thông không?	https://i-vnexpress.vnecdn.net/2020/09/04/q542.png	2	Không vi phạm.	Vi phạm.			0
543	Trong hình dưới, những xe nào vi phạm quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q543.png	1	Xe con (E), mô tô (C).	Xe tải (A), mô tô (D).	Xe khách (B), mô tô (C).	Xe khách (B), mô tô (D).	0
544	Để điều khiển cho xe đi thẳng, người lái xe phải làm gì là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q544.png	1	Nhường xe con rẽ trái trước.	Đi thẳng không nhường.			0
545	Người lái xe điều khiển xe chạy theo hướng nào là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q545.png	2	Chỉ hướng 2.	Hướng 1 và 2.	Tất cả các hướng trừ hướng 3.	Tất cả các hướng trừ hướng 4.	0
546	Xe nào phải nhường đường là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q546.png	2	Xe con (A).	Xe con (B).			0
547	Người lái xe điều khiển xe rẽ trái như thế nào là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q547.png	3	Rẽ trái ngay trước xe buýt.	Rẽ trái trước xe tải.	Nhường đường cho xe buýt và xe tải.		0
548	Trong hình dưới, những xe nào vi phạm quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q548.png	3	Xe con (B), mô tô (C).	Xe con (A), mô tô (C).	Xe con (E), mô tô (D).	Tất cả các loại xe trên.	0
549	Xe nào đi trước là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q549.png	2	Xe của bạn.	Xe tải.			0
550	Người lái xe có thể quay đầu xe như thế nào là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q550.png	1	Quay đầu theo hướng A.	Quay đầu theo hướng B.	Cấm quay đầu.		0
551	Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q551.png	3	Xe con và xe tải, xe của bạn.	Xe của bạn, xe tải, xe con.	Xe của bạn và xe con, xe tải.	Xe của bạn, xe tải + xe con.	0
552	Khi muốn vượt xe tải, người lái xe phải làm gì là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q552.png	2	Tăng tốc cho xe chạy vượt qua.	Bật tín hiệu báo hiệu bằng đèn hoặc còi, khi đủ điều kiện an toàn, tăng tốc cho xe chạy vượt qua.	Đánh lái sang làn bên trái và tăng tốc cho xe chạy vượt qua.		0
553	Theo tín hiệu đèn, xe nào phải dừng lại là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q553.png	3	Xe khách, mô tô.	Xe tải, mô tô.	Xe con, xe tải.		0
554	Xe nào phải nhường đường là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q554.png	2	Xe tải.	Xe khách.	Xe con.		0
555	Người lái xe có được vượt xe tải để đi thẳng trong trường hợp này không?	https://i-vnexpress.vnecdn.net/2020/09/04/q555.png	2	Được vượt.	Cấm vượt.			0
556	Bạn có được phép vượt xe mô tô phía trước không?	https://i-vnexpress.vnecdn.net/2020/09/04/q556.png	2	Cho phép.	Không được vượt.			0
557	Người lái xe dừng tại vị trí nào là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q557.png	3	Vị trí A và B.	Vị trí A và C.	Vị trí B và C.	Cả ba vị trí A, B, C.	0
558	Bạn được dừng xe ở vị trí nào trong tình huống này?	https://i-vnexpress.vnecdn.net/2020/09/04/q558.png	4	Được phép dừng ở vị trí A.	Được phép dừng ở vị trí B.	Được phép dừng ở vị trí A và B.	Không được dừng.	0
559	Theo tín hiệu đèn của xe cơ giới, xe nào vi phạm quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q559.png	4	Xe mô tô.	Xe ô tô con.	Không xe nào vi phạm.	Cả hai xe.	0
560	Các xe đi theo hướng mũi tên, xe nào vi phạm quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q560.png	2	Xe con.	Xe tải.	Xe con, xe tải.		0
561	Các xe đi theo hướng mũi tên, xe nào vi phạm quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q561.png	3	Xe tải, xe con.	Xe khách, xe con.	Xe khách, xe tải.		0
562	Các xe đi theo hướng mũi tên, xe nào vi phạm quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q562.png	2	Xe con, xe tải, xe khách.	Xe tải, xe khách, xe mô tô.	Xe khách, xe mô tô, xe con.	Cả bốn xe.	0
563	Các xe đi theo hướng mũi tên, xe nào vi phạm quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q563.png	1	Xe khách, xe tải.	Xe khách, xe con.	Xe con, xe tải	Xe khách, xe tải, xe con.	0
564	Trong tình huống dưới đây, để tránh xe phía trước bị hỏng đột xuất trên đường, người lái xe phải làm gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q564.png	2	Đánh lái sang trái cho xe vượt qua.	Quan sát phía trước, phía sau, khi đủ điều kiện an toàn, bật tín hiệu bằng đèn hoặc còi rồi cho xe chạy vượt qua.	Cấm vượt.		0
565	Các xe đi theo hướng mũi tên, xe nào chấp hành đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q565.png	2	Xe tải, mô tô.	Xe khách, mô tô.	Xe tải, xe con.	Mô tô, xe con.	0
566	Trong hình dưới, những xe nào vi phạm quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q566.png	3	Xe con (A), xe con (B), xe tải (D).	Xe tải (D), xe con (E), xe buýt (G).	Xe tải (D), xe con (B).	Xe con (B), xe con (C).	0
567	Các xe đi theo thứ tự nào là đúng quy tắc giao thông đường bộ?	https://i-vnexpress.vnecdn.net/2020/09/04/q567.png	3	Xe của bạn, mô tô, xe con.	Xe con, xe của bạn, mô tô.	Mô tô, xe con, xe của bạn.		0
568	Các xe đi theo thứ tự nào là đúng quy tắc giao thông đường bộ?	https://i-vnexpress.vnecdn.net/2020/09/04/q568.png	2	Xe của bạn, mô tô, xe con.	Xe con, xe của bạn, mô tô.	Mô tô, xe con, xe của bạn.		0
569	Xe nào phải dừng lại trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q569.png	1	Xe con.	Xe của bạn.	Cả hai xe.		0
570	Xe của bạn được đi theo hướng nào trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q570.png	1	Đi thẳng hoặc rẽ trái.	Đi thẳng hoặc rẽ phải.	Rẽ trái.		0
571	Xe của bạn được đi theo hướng nào trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q571.png	3	Chuyển sang làn đường bên phải và rẽ phải.	Dừng lại trước vạch dừng và rẽ phải khi đèn xanh.	Dừng lại trước vạch dừng và đi thẳng hoặc rẽ trái khi đèn xanh.	Dừng lại trước vạch dừng và rẽ trái khi đèn xanh.	0
572	Bạn xử lý như thế nào trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q572.png	2	Tăng tốc độ, rẽ phải trước xe tải và xe đạp.	Giảm tốc độ, rẽ phải sau xe tải và xe đạp.	Tăng tốc độ, rẽ phải trước xe đạp.		0
573	Bạn xử lý như thế nào trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q573.png	3	Tăng tốc độ, rẽ phải trước xe con màu xanh phía trước và người đi bộ.	Giảm tốc độ, để người đi bộ qua đường và rẽ phải trước xe con màu xanh.	Giảm tốc độ, để người đi bộ qua đường và rẽ phải sau xe con màu xanh.		0
574	Bạn xử lý như thế nào trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q574.png	3	Nhường đường cho xe khách và đi trước xe đạp.	Nhường đường cho xe đạp và đi trước xe khách.	Nhường đường cho xe đạp và xe khách.		0
575	Xe nào phải nhường đường trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q575.png	2	Xe con.	Xe tải.	Xe của bạn.		0
576	Xe nào phải nhường đường trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q576.png	2	Xe đi ngược chiều.	Xe của bạn.			0
577	Bạn xử lý như thế nào khi lái xe ô tô vượt qua đoàn người đi xe đạp có tổ chức?	https://i-vnexpress.vnecdn.net/2020/09/04/q577.png	2	Tăng tốc độ, chuyển sang làn đường bên trái để vượt.	Không được vượt những người đi xe đạp.			0
578	Phía trước có một xe đang lùi vào nơi đỗ, xe con phía trước đang chuyển sang làn đường bên trái, bạn xử lý như thế nào trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q578.png	4	Nếu phía sau không có xe xin vượt, chuyển sang làn đường bên trái.	Nếu phía sau có xe xin vượt, thì giảm tốc độ, ở lại làn đường, dừng lại khi cần thiết.	Tăng tốc độ trên làn đường của mình và vượt xe con.	Ý 1 và ý 2.	0
579	Bạn xử lý như thế nào khi xe phía trước đang lùi ra khỏi nơi đỗ?	https://i-vnexpress.vnecdn.net/2020/09/04/q579.png	3	Chuyển sang nửa đường bên trái để đi tiếp.	Bấm còi, nháy đèn báo hiệu và đi tiếp.	Giảm tốc độ, dừng lại nhường đường.		0
580	Phía trước có một xe màu xanh đang vượt xe màu vàng trên làn đường của bạn, bạn xử lý như thế nào trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q580.png	1	Phanh xe giảm tốc độ và đi sát lề đường bên phải.	Bấm còi, nháy đèn báo hiệu, giữ nguyên tốc độ và đi tiếp.	Phanh xe giảm tốc độ và đi sát lề đường bên trái.		0
581	Xe tải phía trước có tín hiệu xin chuyển làn đường, bạn xử lý như thế nào trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q581.png	2	Bật tín hiệu xin chuyển làn đường sang trái để vượt xe tải.	Phanh xe giảm tốc độ chờ xe tải phía trước chuyển làn đường.	Bấm còi báo hiệu và vượt qua xe tải trên làn đường của mình.		0
582	Bạn xử lý như thế nào trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q582.png	3	Tăng tốc độ và đi thẳng qua ngã tư.	Dừng xe trước vạch dừng.	Giảm tốc độ và đi thẳng qua ngã tư.		0
583	Các xe đi theo thứ tự nào là đúng quy tắc giao thông đường bộ?	https://i-vnexpress.vnecdn.net/2020/09/04/q583.png	3	Xe của bạn, mô tô, xe đạp.	Xe mô tô, xe đạp, xe của bạn.	Xe đạp, xe mô tô, xe của bạn.		0
584	Các xe đi theo thứ tự nào là đúng quy tắc giao thông đường bộ?	https://i-vnexpress.vnecdn.net/2020/09/04/q584.png	4	Xe của bạn, xe tải, xe con.	Xe con, xe tải, xe của bạn.	Xe tải, xe của bạn, xe con.	Xe của bạn, xe con, xe tải.	0
585	Xe nào phải nhường đường trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q585.png	1	Xe của bạn.	Xe con.			0
586	Xe nào phải nhường đường trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q586.png	2	Xe con.	Xe của bạn.			0
587	Bạn xử lý như thế nào trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q587.png	3	Tăng tốc độ, đi qua vạch người đi bộ sang đường, để người đi bộ sang đường sau.	Giảm tốc độ, đi qua vạch người đi bộ sang đường, để người đi bộ sang đường sau.	Giảm tốc độ, để người đi bộ sang đường trước, sau đó cho xe đi qua vạch người đi bộ sang đường.		0
588	Xe nào được đi trước trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q588.png	2	Xe con.	Xe của bạn.			0
589	Các xe đi theo thứ tự nào là đúng quy tắc giao thông đường bộ?	https://i-vnexpress.vnecdn.net/2020/09/04/q589.png	2	Xe con, xe tải, xe của bạn.	Xe tải, xe con, xe của bạn.	Xe tải, xe của bạn, xe con.		0
590	Bạn xử lý như thế nào trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q590.png	3	Tăng tốc độ cho xe lấn sang phần đường bên trái.	Giảm tốc độ cho xe lấn sang phần đường bên trái.	Giảm tốc độ cho xe đi sát phần đường bên phải.		0
